너 102 ##였 ##다가 190 ##된 ##거 ##야 ?	O SS_LENGTH-B O O SS_LENGTH-B O O O O
너 102 ##키 ##로 ##였 ##다가 190 ##된 ##거 ##야 ?	O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O SS_WEIGHT-B O O O O
너 102 ##키 ##로 ##였 ##다가 190 ##키 ##로 ##된 ##거 ##야 ?	O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O
너 102 ##센 ##치 ##였 ##다가 190 ##된 ##거 ##야 ?	O SS_LENGTH-B SS_LENGTH-I SS_LENGTH-I O O SS_LENGTH-B O O O O
너 키 ##10 ##2 ##였 ##다가 190 ##된 ##거 ##야 ?	O O SS_LENGTH-B SS_LENGTH-I O O SS_LENGTH-B O O O O
특히 둘째 출산 후 몸무게 ##가 63 ##k ##g ##까 ##지 치솟 ##았 ##다고 밝혔 ##지만 체중 증가 ##가 무색 ##할 정도 ##로 변함없 ##는 비주얼 ##을 자랑 ##해 감탄 ##을 안겼 ##다 .	O O O O O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O O O
매니저 ##는 " 선배 ##님 ##께 ##서는 배우 생활 내내 몸무게 53 ##k ##g ##를 넘긴 적 ##이 없 ##다 " 라고 제보 ##해 이목 ##을 집중 ##시 ##킨다 .	O O O O O O O O O O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O
과거 루 ##푸스 병 ##으로 인한 스테로이드 부작용 ##으로 몸무게 ##가 96 ##k ##g ##까 ##지 증가 ##했 ##지만 무려 44 ##k ##g 감량 ##에 성공 ##하 ##며 큰 화제 ##를 모으 ##기 ##도 했 ##다 .	O O O O O O O O O O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O
다비 ##치 이해 ##리 , 키 161 . 4 ##㎝ · 몸무게 47 ##㎏ 직접 인증 … 강민 ##경 " 기계 고장 "	SS_BRAND-B SS_BRAND-I SS_NAME-B SS_NAME-I O O SS_LENGTH-B SS_LENGTH-I SS_LENGTH-I SS_LENGTH-I O O SS_WEIGHT-B SS_WEIGHT-I O O O SS_NAME-B SS_NAME-I O O O O
이해 ##리 ##는 지난 28 ##일 자신 ##의 인스 ##타 ##그램 ##을 통해 키 161 . 4 ##㎝ , 체중 47 . 0 ##㎏ ##이 적힌 인 ##바 ##디 검사 ##를 촬영 ##한 사진 ##을 올리 ##며 " 오늘 인 ##보 ##디 검사 ##했 ##어요 " 라고 글 ##을 게재 ##했 ##다 .	SS_NAME-B SS_NAME-I O O O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I O O O SS_LENGTH-B SS_LENGTH-I SS_LENGTH-I SS_LENGTH-I O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
